Name;Position;Club;Age;Int Caps;Int Goals;Wage;Value;Sale Value;Best Rating;Best Pot Rating;Squad Rep;Squad Status;GK Rating;SW Rating;DL Rating;DC Rating;DR Rating;WBL Rating;WBR Rating;DM Rating;ML Rating;MC Rating;MR Rating;AML Rating;AMC Rating;AMR Rating;FS Rating;TS Rating;GK Pot Rating;SW Pot Rating;DL Pot Rating;DC Pot Rating;DR Pot Rating;WBL Pot Rating;WBR Pot Rating;DM Pot Rating;ML Pot Rating;MC Pot Rating;MR Pot Rating;AML Pot Rating;AMC Pot Rating;AMR Pot Rating;FS Pot Rating;TS Pot Rating;Unique ID;Club ID
Pavón, Cristian;AM LC, F C;Boca;20;0;0;2.570;874.500;1.380.090;68,6% (W);79,2% (FS);7250;Hot Prospect;0,3030;0,5100;0,5613;0,4936;0,5613;0,5708;0,5708;0,5663;0,6807;0,6008;0,6389;0,6864;0,6548;0,6389;0,6854;0,6152;0,3533;0,5994;0,6569;0,5734;0,6569;0,6651;0,6651;0,6587;0,7826;0,6964;0,7345;0,7891;0,7583;0,7345;0,7921;0,7042;14083972;82
Pérez, Pablo;M RC;Boca;30;0;0;11.620;1.585.120;3.396.960;76,5% (M);76,3% (M);7250;First Team;0,3683;0,6198;0,6945;0,6282;0,6945;0,6871;0,6871;0,7364;0,6989;0,7654;0,7508;0,6989;0,6962;0,7433;0,6709;0,6613;0,3683;0,6198;0,6945;0,6282;0,6945;0,6871;0,6871;0,7348;0,6989;0,7632;0,7508;0,6989;0,6962;0,7433;0,6709;0,6613;964423;82
Peruzzi, Gino;D/WB/M R;Boca;23;7;0;5.470;2.061.000;4.061.110;73,4% (FB);78,0% (FB);7250;First Team;0,3434;0,6338;0,7250;0,6288;0,7337;0,7091;0,7189;0,6670;0,6779;0,6766;0,7256;0,6779;0,6128;0,6779;0,6324;0,6210;0,3664;0,6737;0,7707;0,6636;0,7799;0,7537;0,7641;0,7073;0,7211;0,7173;0,7717;0,7211;0,6577;0,7211;0,6783;0,6567;14025052;82
Sara, Guillermo;GK;Boca;28;0;0;4.340;1.591.850;2.169.340;73,5% (GK);75,0% (GK);7250;Backup;0,7348;0,5033;0,4803;0,4916;0,4803;0,4770;0,4770;0,5425;0,5252;0,5414;0,5252;0,5252;0,5103;0,5252;0,5059;0,5344;0,7497;0,5121;0,4888;0,4994;0,4888;0,4851;0,4851;0,5505;0,5333;0,5486;0,5333;0,5333;0,5176;0,5333;0,5135;0,5416;962031;82
Tevez, Carlos;AM/F C;Boca;31;76;13;14.250;3.456.120;5.616.820;89,4% (FS);90,4% (FS);7250;Key Player;0,3581;0,6672;0,7441;0,6330;0,7441;0,7474;0,7474;0,7751;0,8216;0,8063;0,8216;0,8739;0,8484;0,8739;0,8944;0,8137;0,3623;0,6760;0,7530;0,6410;0,7530;0,7562;0,7562;0,7954;0,8306;0,8311;0,8306;0,8835;0,8579;0,8835;0,9045;0,8223;950298;82
Tobio, Fernando;D C;Boca;26;0;0;4.610;679.700;544.620;72,8% (CB);75,6% (CB);7250;Backup;0,3437;0,6555;0,6365;0,7284;0,6757;0,6208;0,6208;0,6339;0,6062;0,6153;0,6062;0,6062;0,5303;0,6062;0,5638;0,6314;0,3594;0,6838;0,6650;0,7559;0,7060;0,6485;0,6485;0,6588;0,6331;0,6394;0,6331;0,6331;0,5570;0,6331;0,5916;0,6548;14009792;82
Arroyo, Osvaldo;D/WB/M L;Colón;20;0;0;950;712.980;1.025.560;70,0% (W);77,1% (W);5700;Hot Prospect;0,3247;0,5121;0,6784;0,5123;0,6348;0,6808;0,6361;0,6141;0,7004;0,6436;0,6520;0,6922;0,5868;0,6520;0,5918;0,5201;0,3601;0,5730;0,7485;0,5658;0,7003;0,7495;0,7003;0,6727;0,7712;0,7019;0,7178;0,7621;0,6551;0,7178;0,6613;0,5755;14159225;102462
Bailo, Andrés;GK;Colón;27;0;0;890;497.390;601.510;63,1% (GK);65,6% (GK);5700;Backup;0,6309;0,4691;0,4301;0,4486;0,4301;0,4231;0,4231;0,4738;0,4548;0,4650;0,4548;0,4548;0,4080;0,4548;0,4267;0,4795;0,6561;0,4841;0,4449;0,4616;0,4449;0,4372;0,4372;0,4882;0,4692;0,4782;0,4692;0,4692;0,4210;0,4692;0,4403;0,4924;962972;102462
Ballini, Matías;DM;Colón;27;0;0;1.960;907.050;1.643.220;67,9% (DM);69,3% (DM);5700;First Team;0,3389;0,6054;0,6356;0,6197;0,6719;0,6243;0,6600;0,6785;0,6242;0,6747;0,6626;0,6242;0,5669;0,6242;0,5999;0,6252;0,3463;0,6183;0,6503;0,6305;0,6874;0,6390;0,6755;0,6933;0,6396;0,6899;0,6790;0,6396;0,5829;0,6396;0,6156;0,6368;14023017;102462
Becerra, Raúl;ST;Colón;28;0;0;1.580;601.660;524.850;67,4% (TS);67,4% (TS);5700;Backup;0,3252;0,5336;0,5340;0,5368;0,5340;0,5354;0,5354;0,5497;0,5926;0,5651;0,5926;0,5926;0,5529;0,5926;0,6478;0,6741;0,3252;0,5336;0,5340;0,5368;0,5340;0,5354;0,5354;0,5507;0,5926;0,5665;0,5926;0,5926;0,5529;0,5926;0,6478;0,6741;14030457;102462
Broun, Jorge;GK;Colón;29;0;0;1.870;869.060;1.517.810;68,1% (GK);71,0% (GK);5700;First Team;0,6808;0,4908;0,4531;0,4759;0,4531;0,4462;0,4462;0,5144;0,4849;0,5048;0,4849;0,4849;0,4643;0,4849;0,4691;0,5130;0,7101;0,5091;0,4720;0,4912;0,4720;0,4641;0,4641;0,5335;0,5026;0,5230;0,5026;0,5026;0,4807;0,5026;0,4854;0,5277;963219;102462
Castillo, Luis;D/WB R;Colón;24;0;0;1.160;750.750;1.562.260;70,1% (FB);73,2% (FB);5700;Rotation;0,3548;0,5906;0,6523;0,6021;0,7008;0,6451;0,6885;0,6152;0,6318;0,6245;0,6679;0,6318;0,5575;0,6318;0,5748;0,5742;0,3701;0,6182;0,6817;0,6263;0,7323;0,6736;0,7189;0,6426;0,6602;0,6520;0,6980;0,6602;0,5865;0,6602;0,6047;0,5980;14058723;102462
Cuevas, Pablo;D/WB/M R;Colón;22;0;0;1.180;861.750;1.956.180;66,5% (W);73,5% (W);5700;First Team;0,3119;0,5290;0,6186;0,5072;0,6645;0,6161;0,6594;0,5809;0,6231;0,5927;0,6649;0,6231;0,5882;0,6231;0,5954;0,5034;0,3472;0,5900;0,6841;0,5608;0,7350;0,6803;0,7281;0,6481;0,6890;0,6627;0,7352;0,6890;0,6565;0,6890;0,6650;0,5588;14092645;102462
Curuchet, Facundo;AM RL, ST;Colón;26;0;0;1.000;266.840;394.950;66,3% (W);66,3% (W);5700;Rotation;0,3106;0,5098;0,5629;0,4941;0,5629;0,5667;0,5667;0,5617;0,6179;0,5874;0,6179;0,6613;0,5688;0,6630;0,6407;0,6073;0,3106;0,5098;0,5629;0,4941;0,5629;0,5667;0,5667;0,5614;0,6179;0,5870;0,6179;0,6613;0,5688;0,6630;0,6407;0,6073;14027365;102462
Ferracuti, Guillermo;D/WB/M L;Colón;24;0;0;1.020;200.130;181.440;63,8% (FB);65,7% (FB);5700;Backup;0,2946;0,5302;0,6382;0,5129;0,5941;0,6326;0,5903;0,5555;0,6333;0,5638;0,5934;0,5934;0,5270;0,5934;0,5665;0,5411;0,3037;0,5463;0,6571;0,5271;0,6117;0,6512;0,6077;0,5738;0,6514;0,5832;0,6104;0,6104;0,5435;0,6104;0,5840;0,5552;14043606;102462
García, Cristian;AM R, ST;Colón;27;0;0;2.170;954.790;1.666.930;72,5% (TS);76,2% (TS);5700;First Team;0,3358;0,5466;0,5418;0,5443;0,5418;0,5489;0,5489;0,5798;0,6288;0,6069;0,6288;0,6688;0,6001;0,6730;0,7038;0,7248;0,3561;0,5841;0,5818;0,5780;0,5818;0,5882;0,5882;0,6198;0,6684;0,6484;0,6684;0,7109;0,6398;0,7154;0,7483;0,7615;14005483;102462
Garnier, Yamil;D/WB/M R;Colón;33;0;0;1.500;90.710;120.500;68,4% (W);68,4% (W);5700;Rotation;0,3413;0,5816;0,6345;0,5642;0,6771;0,6265;0,6686;0,6303;0,6371;0,6457;0,6844;0,6371;0,5774;0,6735;0,5979;0,5763;0,3413;0,5816;0,6345;0,5642;0,6771;0,6265;0,6686;0,6300;0,6371;0,6453;0,6844;0,6371;0,5774;0,6735;0,5979;0,5763;962098;102462
Landa, Lucas;D C;Colón;29;0;0;1.420;314.310;415.370;71,0% (CB);73,2% (CB);5700;First Team;0,3491;0,6401;0,6684;0,7096;0,6274;0,6053;0,6053;0,6190;0,5900;0,6153;0,5900;0,5900;0,5190;0,5900;0,5478;0,6236;0,3616;0,6634;0,6925;0,7324;0,6500;0,6274;0,6274;0,6415;0,6120;0,6377;0,6120;0,6120;0,5413;0,6120;0,5707;0,6426;14001374;102462
Lazzaroni, Franco;D LC;Colón;27;0;0;1.770;811.570;1.493.780;68,7% (CB);69,2% (CB);5700;First Team;0,3587;0,6287;0,6712;0,6871;0,6271;0,6044;0,6044;0,6000;0,5685;0,5742;0,5685;0,5685;0,4874;0,5685;0,5194;0,5895;0,3619;0,6332;0,6755;0,6916;0,6311;0,6080;0,6080;0,6054;0,5721;0,5798;0,5721;0,5721;0,4918;0,5721;0,5238;0,5929;14020567;102462
Ledesma, Pablo;DM, M RC;Colón;31;3;0;5.330;317.710;542.580;72,0% (M);73,5% (M);5700;First Team;0,3512;0,6311;0,6666;0,6305;0,6666;0,6541;0,6541;0,7133;0,6549;0,7196;0,7035;0,6549;0,6031;0,6952;0,6384;0,6421;0,3604;0,6479;0,6842;0,6458;0,6842;0,6715;0,6715;0,7288;0,6719;0,7350;0,7219;0,6719;0,6196;0,7133;0,6562;0,6572;958174;102462
Llama, Cristian;D/WB/AM L;Colón;29;0;0;2.760;935.170;1.568.050;68,9% (W);70,6% (W);5700;First Team;0,2934;0,5461;0,6463;0,5347;0,6057;0,6464;0,6040;0,6057;0,6889;0,6226;0,6413;0,6872;0,5960;0,6413;0,6087;0,5807;0,3009;0,5595;0,6621;0,5455;0,6204;0,6622;0,6187;0,6210;0,7056;0,6387;0,6568;0,7039;0,6119;0,6568;0,6248;0,5925;961196;102462
Poblete, Gerónimo;DM;Colón;23;0;0;1.120;1.329.050;2.654.810;69,5% (W);74,0% (W);5700;First Team;0,3503;0,5875;0,6449;0,5811;0,6449;0,6381;0,6381;0,6724;0,6532;0,6907;0,6948;0,6532;0,5985;0,6532;0,6168;0,5960;0,3731;0,6285;0,6870;0,6172;0,6870;0,6796;0,6796;0,7162;0,6955;0,7351;0,7397;0,6955;0,6433;0,6955;0,6618;0,6317;14046978;102462
Ramírez, David;AM LC;Colón;34;0;0;1.610;95.480;170.010;71,6% (AM);71,6% (AM);5700;Rotation;0,3213;0,5122;0,5601;0,4665;0,5601;0,5667;0,5667;0,5997;0,6452;0,6370;0,6452;0,6915;0,7163;0,6875;0,6638;0,5685;0,3213;0,5122;0,5601;0,4665;0,5601;0,5667;0,5667;0,5995;0,6452;0,6367;0,6452;0,6915;0,7163;0,6875;0,6638;0,5685;953957;102462
Rodríguez, Clemente;D/WB RL;Colón;34;20;0;2.500;126.080;203.560;70,2% (FB);70,2% (FB);5700;First Team;0,2913;0,5271;0,7017;0,5249;0,6970;0,6955;0,6918;0,6129;0,6783;0,6207;0,6769;0,6389;0,5478;0,6389;0,5766;0,5397;0,2913;0,5271;0,7017;0,5249;0,6970;0,6955;0,6918;0,6101;0,6783;0,6170;0,6769;0,6389;0,5478;0,6389;0,5766;0,5397;950656;102462
Villarruel, Gustavo;AM RC;Colón;23;0;0;1.440;1.349.000;2.884.530;69,1% (W);73,9% (W);5700;Rotation;0,3581;0,5336;0,5885;0,4986;0,5885;0,5936;0,5936;0,5759;0,6456;0,6507;0,6900;0,6456;0,6568;0,6909;0,6788;0,6201;0,3819;0,5746;0,6332;0,5349;0,6332;0,6376;0,6376;0,6178;0,6906;0,6965;0,7380;0,6906;0,7073;0,7391;0,7287;0,6602;14042602;102462
Bareyro, Dante;D C;Crucero del Norte;26;0;0;1.220;594.580;1.269.280;63,0% (CB);64,7% (CB);4500;Rotation;0,3648;0,5725;0,5604;0,6304;0,5961;0,5415;0,5415;0,5467;0,5244;0,5363;0,5244;0,5244;0,4784;0,5244;0,4786;0,5112;0,3736;0,5889;0,5767;0,6467;0,6134;0,5573;0,5573;0,5655;0,5396;0,5562;0,5396;0,5396;0,4934;0,5396;0,4944;0,5249;14060949;14022187
Barraza, Julio;D RC;Crucero del Norte;35;0;0;1.990;108.880;188.990;68,4% (FB);68,4% (FB);4500;Key Player;0,3398;0,6172;0,6369;0,6632;0,6843;0,6204;0,6649;0,6153;0,6165;0,6160;0,6517;0,6165;0,5480;0,6165;0,5742;0,5992;0,3398;0,6172;0,6369;0,6632;0,6843;0,6204;0,6649;0,6138;0,6165;0,6139;0,6517;0,6165;0,5480;0,6165;0,5742;0,5992;952904;14022187
Caballero, Lucas;DM, M LC;Crucero del Norte;19;0;0;590;712.980;1.520.340;65,9% (W);77,4% (W);4500;First Team;0,2976;0,5391;0,6070;0,5176;0,6070;0,6012;0,6012;0,6126;0,6587;0,6402;0,6556;0,6543;0,5933;0,6516;0,5856;0,5422;0,3542;0,6387;0,7143;0,6057;0,7143;0,7072;0,7072;0,7276;0,7743;0,7603;0,7706;0,7691;0,7104;0,7659;0,6986;0,6335;14082410;14022187
Cabrera, Juan;D LC;Crucero del Norte;31;0;0;470;67.640;44.140;63,0% (FB);64,0% (FB);4500;Backup;0,3232;0,5591;0,6296;0,5975;0,5883;0,5744;0,5744;0,5604;0,5617;0,5649;0,5617;0,5617;0,4982;0,5617;0,5206;0,5453;0,3274;0,5680;0,6400;0,6062;0,5980;0,5839;0,5839;0,5701;0,5713;0,5753;0,5713;0,5713;0,5072;0,5713;0,5301;0,5537;14003699;14022187
Caffa, Germán;GK;Crucero del Norte;35;0;0;610;49.740;58.010;64,9% (GK);64,9% (GK);4500;Backup;0,6486;0,4286;0,4204;0,4017;0,4204;0,4072;0,4072;0,4511;0,4521;0,4420;0,4521;0,4521;0,4146;0,4521;0,4263;0,4439;0,6486;0,4286;0,4204;0,4017;0,4204;0,4072;0,4072;0,4571;0,4521;0,4502;0,4521;0,4521;0,4146;0,4521;0,4263;0,4439;950205;14022187
Chironi, Gabriel;DM, M RC;Crucero del Norte;24;0;0;1.380;635.080;755.060;64,3% (M);68,7% (M);4500;Backup;0,3364;0,5457;0,5771;0,5512;0,5771;0,5750;0,5750;0,6341;0,5915;0,6427;0,6312;0,5915;0,5789;0,5915;0,5845;0,5382;0,3564;0,5816;0,6160;0,5837;0,6160;0,6132;0,6132;0,6768;0,6298;0,6873;0,6721;0,6298;0,6185;0,6298;0,6241;0,5707;14037981;14022187
Cólzera, Ariel;AM RLC, F C;Crucero del Norte;29;0;0;880;502.730;906.140;65,8% (FS);70,9% (FS);4500;First Team;0,3220;0,4854;0,5178;0,4756;0,5178;0,5295;0,5295;0,5298;0,5956;0,5619;0,5956;0,6356;0,6127;0,6356;0,6579;0,6124;0,3467;0,5284;0,5627;0,5141;0,5627;0,5738;0,5738;0,5770;0,6411;0,6119;0,6411;0,6842;0,6632;0,6842;0,7091;0,6555;956665;14022187
Dematei, Nicolás;D/WB/M L;Crucero del Norte;28;0;0;1.520;516.520;911.310;66,8% (FB);67,9% (FB);4500;Rotation;0,3127;0,5816;0,6685;0,5885;0,6222;0,6542;0,6097;0,5812;0,6314;0,5821;0,5916;0,5916;0,5064;0,5916;0,5468;0,5882;0,3164;0,5896;0,6787;0,5955;0,6318;0,6643;0,6191;0,5921;0,6412;0,5941;0,6009;0,6009;0,5152;0,6009;0,5562;0,5955;14011137;14022187
Dujaut, Hernán;ST;Crucero del Norte;24;0;0;1.160;750.500;1.052.370;66,7% (FS);69,1% (FS);4500;Backup;0,3153;0,5280;0,5869;0,4966;0,5869;0,5859;0,5859;0,5807;0,6250;0,6118;0,6250;0,6250;0,6310;0,6622;0,6667;0,6270;0,3267;0,5468;0,6066;0,5129;0,6066;0,6055;0,6055;0,6026;0,6463;0,6354;0,6463;0,6463;0,6551;0,6847;0,6914;0,6465;14060947;14022187
Fileppi, Claudio;AM L;Crucero del Norte;31;0;0;700;89.670;118.400;66,7% (W);68,1% (W);4500;First Team;0,3199;0,4936;0,5863;0,4722;0,5863;0,5897;0,5897;0,5645;0,6669;0,6335;0,6208;0,6625;0,5681;0,6208;0,5786;0,5284;0,3264;0,5053;0,5991;0,4825;0,5991;0,6020;0,6020;0,5784;0,6809;0,6490;0,6339;0,6764;0,5823;0,6339;0,5925;0,5393;964441;14022187
Lamas, Marcelo;DM;Crucero del Norte;29;0;0;720;213.620;282.250;65,7% (M);66,2% (M);4500;First Team;0,3425;0,5985;0,6338;0,6070;0,6338;0,6181;0,6181;0,6544;0,6104;0,6569;0,6104;0,6104;0,5502;0,6104;0,5723;0,5890;0,3425;0,5985;0,6338;0,6070;0,6338;0,6181;0,6181;0,6582;0,6104;0,6620;0,6104;0,6104;0,5502;0,6104;0,5723;0,5890;14034246;14022187
Lechner, Rodrigo;D C;Crucero del Norte;25;0;0;1.160;568.230;1.029.190;61,8% (CB);63,7% (CB);4500;Rotation;0,3253;0,5827;0,5915;0,6176;0,5915;0,5742;0,5742;0,5447;0,5386;0,5366;0,5386;0,5386;0,4692;0,5386;0,5069;0,5508;0,3368;0,6025;0,6108;0,6366;0,6108;0,5929;0,5929;0,5753;0,5571;0,5710;0,5571;0,5571;0,4881;0,5571;0,5264;0,5661;14154904;14022187
Molina, Iván;AM C;Crucero del Norte;18;0;0;20;750.500;1.011.780;60,9% (AM);69,2% (AM);4500;Hot Prospect;0,2853;0,4489;0,5002;0,4566;0,5002;0,5157;0,5157;0,5190;0,5717;0,5830;0,5717;0,6012;0,6093;0,6057;0,6037;0,5474;0,3226;0,5178;0,5760;0,5183;0,5760;0,5901;0,5901;0,5939;0,6468;0,6650;0,6468;0,6802;0,6917;0,6853;0,6844;0,6141;14154905;14022187
Oliva, Maximiliano;D/WB L;Crucero del Norte;25;0;0;1.470;658.760;1.178.450;64,8% (FB);65,8% (FB);4500;First Team;0,3358;0,6024;0,6483;0,6075;0,6035;0,6366;0,5965;0,5577;0,5961;0,5722;0,5961;0,5961;0,5491;0,5961;0,5634;0,5333;0,3396;0,6109;0,6578;0,6149;0,6123;0,6458;0,6051;0,5695;0,6048;0,5854;0,6048;0,6048;0,5578;0,6048;0,5726;0,5401;14000698;14022187
Pérez, Daniel;D/WB/M R;Crucero del Norte;28;0;0;770;571.660;1.036.820;64,4% (FB);66,3% (FB);4500;Rotation;0,2991;0,5112;0,5999;0,4861;0,6445;0,5906;0,6345;0,5540;0,5961;0,5666;0,6361;0,5961;0,5386;0,6301;0,5428;0,4821;0,3083;0,5274;0,6175;0,5003;0,6634;0,6080;0,6532;0,5735;0,6131;0,5878;0,6542;0,6131;0,5551;0,6481;0,5603;0,4961;14010331;14022187
Ramírez, Horacio;GK;Crucero del Norte;31;0;0;1.230;319.960;583.380;65,3% (GK);66,1% (GK);4500;First Team;0,6526;0,4857;0,4770;0,4541;0,4770;0,4713;0,4713;0,5098;0,5181;0,5143;0,5181;0,5181;0,5051;0,5181;0,5025;0,4959;0,6612;0,4898;0,4817;0,4568;0,4817;0,4756;0,4756;0,5173;0,5218;0,5226;0,5218;0,5218;0,5087;0,5218;0,5057;0,4976;961908;14022187
Romero, Dardo;D/WB/M L;Crucero del Norte;35;0;0;440;20.010;18.810;62,6% (FB);62,6% (FB);4500;Backup;0,3015;0,5658;0,6258;0,5928;0,5825;0,6092;0,5685;0,5889;0,6092;0,5568;0,5709;0,6035;0,5158;0,5709;0,5403;0,5417;0,3015;0,5658;0,6258;0,5928;0,5825;0,6092;0,5685;0,5913;0,6092;0,5599;0,5709;0,6035;0,5158;0,5709;0,5403;0,5417;14033181;14022187
Rosso, Federico;D C;Crucero del Norte;28;0;0;590;237.650;321.250;63,8% (CB);64,2% (CB);4500;Rotation;0,3235;0,5691;0,5635;0,6376;0,5635;0,5422;0,5422;0,5348;0,5156;0,5150;0,5156;0,5156;0,4384;0,5156;0,4658;0,5289;0,3267;0,5737;0,5672;0,6417;0,5672;0,5456;0,5456;0,5413;0,5190;0,5220;0,5190;0,5190;0,4426;0,5190;0,4698;0,5309;14036559;14022187
Tomassini, Gabriel;D C;Crucero del Norte;30;0;0;660;172.560;227.100;66,0% (CB);67,1% (CB);4500;Rotation;0,3202;0,5917;0,5684;0,6601;0,5684;0,5481;0,5481;0,5709;0,5466;0,5551;0,5466;0,5466;0,5043;0,5466;0,5017;0,5648;0,3271;0,6037;0,5807;0,6714;0,5807;0,5600;0,5600;0,5857;0,5583;0,5710;0,5583;0,5583;0,5160;0,5583;0,5136;0,5744;962032;14022187
Torres, Diego;AM RL, ST;Crucero del Norte;33;0;0;890;106.950;194.930;69,6% (W);69,6% (W);4500;First Team;0,3343;0,5168;0,6228;0,4860;0,6228;0,6240;0,6240;0,5956;0,6817;0,6181;0,6907;0,6918;0,6463;0,6964;0,6745;0,5836;0,3343;0,5168;0,6228;0,4860;0,6228;0,6240;0,6240;0,5991;0,6817;0,6229;0,6907;0,6918;0,6463;0,6964;0,6745;0,5836;956058;14022187
Álvarez, Fabio;AM C;Defensa y Justicia;22;0;0;1.140;573.720;1.074.990;67,1% (FS);72,2% (FS);4950;First Team;0,3403;0,5083;0,5621;0,4855;0,5621;0,5724;0,5724;0,5709;0,6654;0,6440;0,6654;0,6683;0,6433;0,6683;0,6710;0,6007;0,3631;0,5516;0,6099;0,5235;0,6099;0,6192;0,6192;0,6159;0,7144;0,6928;0,7144;0,7175;0,6942;0,7175;0,7217;0,6418;14083974;108526
Arias, Gabriel;GK;Defensa y Justicia;28;0;0;1.980;1.300.650;2.501.930;68,9% (GK);69,9% (GK);4950;Key Player;0,6888;0,5177;0,5046;0,4789;0,5046;0,4978;0,4978;0,5311;0,5249;0,5177;0,5249;0,5249;0,5088;0,5249;0,5081;0,4958;0,6994;0,5246;0,5113;0,4850;0,5113;0,5044;0,5044;0,5403;0,5320;0,5275;0,5320;0,5320;0,5154;0,5320;0,5149;0,5025;14000828;108526
Benítez, Marcelo;D/WB L;Defensa y Justicia;25;0;0;1.390;750.750;931.470;62,4% (FB);66,5% (FB);4950;Backup;0,2819;0,5523;0,6243;0,5554;0,5811;0,6100;0,5716;0,5457;0,5647;0,5408;0,5647;0,5647;0,5044;0,5647;0,5262;0,5268;0,3009;0,5879;0,6653;0,5866;0,6193;0,6496;0,6087;0,5827;0,6019;0,5783;0,6019;0,6019;0,5421;0,6019;0,5653;0,5575;14044047;108526
Bertocchi, Nicolás;DM;Defensa y Justicia;26;0;0;1.810;907.050;1.554.040;64,3% (M);65,3% (M);4950;Rotation;0,3211;0,5778;0,6188;0,6187;0,6188;0,6146;0,6146;0,6347;0,6222;0,6433;0,6222;0,6222;0,5661;0,6222;0,5875;0,5981;0,3248;0,5855;0,6268;0,6260;0,6268;0,6225;0,6225;0,6440;0,6303;0,6529;0,6303;0,6303;0,5745;0,6303;0,5963;0,6045;14024130;108526
Bueno, Pablo;ST;Defensa y Justicia;25;0;0;1.360;266.840;173.280;64,7% (FS);65,7% (FS);4950;Backup;0,3018;0,4845;0,5044;0,4649;0,5044;0,5085;0,5085;0,5176;0,5815;0,5402;0,5815;0,5815;0,5611;0,5815;0,6471;0,6132;0,3060;0,4933;0,5140;0,4730;0,5140;0,5181;0,5181;0,5273;0,5911;0,5505;0,5911;0,5911;0,5702;0,5911;0,6574;0,6223;14010841;108526
Busse, Walter;M R;Defensa y Justicia;28;0;0;2.460;1.058.590;1.838.220;67,8% (W);70,4% (W);4950;First Team;0,3045;0,5143;0,5982;0,4778;0,5982;0,5991;0,5991;0,5797;0,6724;0,6129;0,6780;0,6311;0,6026;0,6311;0,6114;0,5304;0,3172;0,5383;0,6239;0,4999;0,6239;0,6238;0,6238;0,6048;0,6986;0,6384;0,7044;0,6557;0,6267;0,6557;0,6370;0,5520;962060;108526
Dal Casón, Guido;ST;Defensa y Justicia;22;0;0;1.360;573.720;1.000.670;66,2% (FS);74,0% (FS);4950;Rotation;0,2947;0,5075;0,5680;0,4664;0,5680;0,5692;0,5692;0,5427;0,6047;0,5719;0,6047;0,6047;0,5797;0,6047;0,6622;0,5821;0,3277;0,5668;0,6298;0,5180;0,6298;0,6309;0,6309;0,6092;0,6718;0,6438;0,6718;0,6718;0,6494;0,6718;0,7402;0,6452;14023445;108526
Delgado, Rafael;D/WB L;Defensa y Justicia;26;0;0;2.480;590.770;777.650;66,9% (FB);67,9% (FB);4950;First Team;0,3241;0,6014;0,6691;0,6464;0,6228;0,6602;0,6146;0,6098;0,6205;0,6085;0,6205;0,6205;0,5627;0,6205;0,5908;0,5966;0,3278;0,6095;0,6786;0,6537;0,6316;0,6695;0,6232;0,6216;0,6292;0,6217;0,6292;0,6292;0,5714;0,6292;0,6000;0,6034;14025560;108526
Faccioli, Emir;D C;Defensa y Justicia;26;0;0;1.960;975.320;1.721.850;67,6% (CB);70,0% (CB);4950;First Team;0,3482;0,6277;0,6197;0,6759;0,6197;0,5997;0,5997;0,6122;0,5720;0,5929;0,5720;0,5720;0,5148;0,5720;0,5237;0,5729;0,3620;0,6526;0,6433;0,6995;0,6433;0,6221;0,6221;0,6352;0,5944;0,6149;0,5944;0,5944;0,5379;0,5944;0,5477;0,5929;14006968;108526
Fernández, Leandro;ST;Defensa y Justicia;24;0;0;2.020;765.210;1.516.040;71,5% (FS);72,6% (FS);4950;Key Player;0,3096;0,5504;0,5663;0,5209;0,5663;0,5707;0,5707;0,5819;0,6401;0,6028;0,6401;0,6401;0,6161;0,6401;0,7154;0,6795;0,3138;0,5592;0,5760;0,5289;0,5760;0,5802;0,5802;0,5891;0,6497;0,6097;0,6497;0,6497;0,6252;0,6497;0,7257;0,6885;14021511;108526
Iglesias, Adrián;WB/M L;Defensa y Justicia;28;0;0;1.030;189.850;274.310;65,4% (W);66,1% (W);4950;Rotation;0,3449;0,5421;0,6475;0,5532;0,6099;0,6429;0,6024;0,6142;0,6545;0,6294;0,6092;0,6092;0,5499;0,6092;0,5704;0,5575;0,3486;0,5475;0,6532;0,5580;0,6153;0,6484;0,6076;0,6211;0,6606;0,6370;0,6149;0,6149;0,5569;0,6149;0,5769;0,5623;14007734;108526
Juárez, Axel;DM;Defensa y Justicia;25;0;0;2.240;507.000;668.560;68,1% (M);72,0% (M);4950;First Team;0,3789;0,5813;0,6445;0,5625;0,6445;0,6367;0,6367;0,6709;0,6378;0,6806;0,6378;0,6378;0,6019;0,6378;0,6076;0,5650;0,3985;0,6181;0,6831;0,5952;0,6831;0,6749;0,6749;0,7101;0,6762;0,7201;0,6762;0,6762;0,6413;0,6762;0,6481;0,5973;961301;108526
Leyes, Nery;DM;Defensa y Justicia;26;0;0;1.880;907.050;1.658.900;70,0% (M);70,3% (M);4950;First Team;0,3596;0,6106;0,6590;0,6205;0,6590;0,6502;0,6502;0,6992;0,6532;0,7002;0,6532;0,6532;0,6148;0,6532;0,6154;0,5973;0,3596;0,6106;0,6590;0,6205;0,6590;0,6502;0,6502;0,7017;0,6532;0,7035;0,6532;0,6532;0,6148;0,6532;0,6154;0,5973;14030878;108526
Matheu, Carlos;D C;Defensa y Justicia;30;1;0;10.710;460.670;878.440;69,3% (CB);72,7% (CB);4950;First Team;0,3448;0,6149;0,6141;0,6927;0,6492;0,5953;0,5953;0,6056;0,5739;0,5865;0,5739;0,5739;0,5042;0,5739;0,5384;0,5908;0,3637;0,6500;0,6480;0,7270;0,6850;0,6281;0,6281;0,6379;0,6061;0,6181;0,6061;0,6061;0,5372;0,6061;0,5727;0,6191;961885;108526
