"Name";"Position";"Club";"Age";"Int Caps";"Int Goals";"Wage";"Value";"Sale Value";"Best Rating";"Best Pot Rating";"Squad Rep";"Squad Status";"GK Rating";"SW Rating";"DL Rating";"DC Rating";"DR Rating";"WBL Rating";"WBR Rating";"DM Rating";"ML Rating";"MC Rating";"MR Rating";"AML Rating";"AMC Rating";"AMR Rating";"FS Rating";"TS Rating";"GK Pot Rating";"SW Pot Rating";"DL Pot Rating";"DC Pot Rating";"DR Pot Rating";"WBL Pot Rating";"WBR Pot Rating";"DM Pot Rating";"ML Pot Rating";"MC Pot Rating";"MR Pot Rating";"AML Pot Rating";"AMC Pot Rating";"AMR Pot Rating";"FS Pot Rating";"TS Pot Rating";"Unique ID";"Club ID"
"Castillo, Luis";"D/WB R";"Colón";"24";"0";"0";"1.160";"750.750";"1.562.260";"70,1% (FB)";"73,2% (FB)";"5700";"Rotation";"35,48%";"59,06%";"65,23%";"60,21%";"70,08%";"64,51%";"68,85%";"61,52%";"63,18%";"62,45%";"66,79%";"63,18%";"55,75%";"63,18%";"57,48%";"57,42%";"37,01%";"61,82%";"68,17%";"62,63%";"73,23%";"67,36%";"71,89%";"64,26%";"66,02%";"65,20%";"69,80%";"66,02%";"58,65%";"66,02%";"60,47%";"59,80%";"14058723";"102462"
"Cuevas, Pablo";"D/WB/M R";"Colón";"22";"0";"0";"1.180";"861.750";"1.956.180";"66,5% (W)";"73,5% (W)";"5700";"First Team";"31,19%";"52,90%";"61,86%";"50,72%";"66,45%";"61,61%";"65,94%";"58,09%";"62,31%";"59,27%";"66,49%";"62,31%";"58,82%";"62,31%";"59,54%";"50,34%";"34,72%";"59,00%";"68,41%";"56,08%";"73,50%";"68,03%";"72,81%";"64,81%";"68,90%";"66,27%";"73,52%";"68,90%";"65,65%";"68,90%";"66,50%";"55,88%";"14092645";"102462"
"Curuchet, Facundo";"AM RL, ST";"Colón";"26";"0";"0";"1.000";"266.840";"394.950";"66,3% (W)";"66,3% (W)";"5700";"Rotation";"31,06%";"50,98%";"56,29%";"49,41%";"56,29%";"56,67%";"56,67%";"56,17%";"61,79%";"58,74%";"61,79%";"66,13%";"56,88%";"66,30%";"64,07%";"60,73%";"31,06%";"50,98%";"56,29%";"49,41%";"56,29%";"56,67%";"56,67%";"56,14%";"61,79%";"58,70%";"61,79%";"66,13%";"56,88%";"66,30%";"64,07%";"60,73%";"14027365";"102462"
"Ferracuti, Guillermo";"D/WB/M L";"Colón";"24";"0";"0";"1.020";"200.130";"181.440";"63,8% (FB)";"65,7% (FB)";"5700";"Backup";"29,46%";"53,02%";"63,82%";"51,29%";"59,41%";"63,26%";"59,03%";"55,55%";"63,33%";"56,38%";"59,34%";"59,34%";"52,70%";"59,34%";"56,65%";"54,11%";"30,37%";"54,63%";"65,71%";"52,71%";"61,17%";"65,12%";"60,77%";"57,38%";"65,14%";"58,32%";"61,04%";"61,04%";"54,35%";"61,04%";"58,40%";"55,52%";"14043606";"102462"
"García, Cristian";"AM R, ST";"Colón";"27";"0";"0";"2.170";"954.790";"1.666.930";"72,5% (TS)";"76,2% (TS)";"5700";"First Team";"33,58%";"54,66%";"54,18%";"54,43%";"54,18%";"54,89%";"54,89%";"57,98%";"62,88%";"60,69%";"62,88%";"66,88%";"60,01%";"67,30%";"70,38%";"72,48%";"35,61%";"58,41%";"58,18%";"57,80%";"58,18%";"58,82%";"58,82%";"61,98%";"66,84%";"64,84%";"66,84%";"71,09%";"63,98%";"71,54%";"74,83%";"76,15%";"14005483";"102462"
"Garnier, Yamil";"D/WB/M R";"Colón";"33";"0";"0";"1.500";"90.710";"120.500";"68,4% (W)";"68,4% (W)";"5700";"Rotation";"34,13%";"58,16%";"63,45%";"56,42%";"67,71%";"62,65%";"66,86%";"63,03%";"63,71%";"64,57%";"68,44%";"63,71%";"57,74%";"67,35%";"59,79%";"57,63%";"34,13%";"58,16%";"63,45%";"56,42%";"67,71%";"62,65%";"66,86%";"63,00%";"63,71%";"64,53%";"68,44%";"63,71%";"57,74%";"67,35%";"59,79%";"57,63%";"962098";"102462"
"Landa, Lucas";"D C";"Colón";"29";"0";"0";"1.420";"314.310";"415.370";"71,0% (CB)";"73,2% (CB)";"5700";"First Team";"34,91%";"64,01%";"66,84%";"70,96%";"62,74%";"60,53%";"60,53%";"61,90%";"59,00%";"61,53%";"59,00%";"59,00%";"51,90%";"59,00%";"54,78%";"62,36%";"36,16%";"66,34%";"69,25%";"73,24%";"65,00%";"62,74%";"62,74%";"64,15%";"61,20%";"63,77%";"61,20%";"61,20%";"54,13%";"61,20%";"57,07%";"64,26%";"14001374";"102462"
"Lazzaroni, Franco";"D LC";"Colón";"27";"0";"0";"1.770";"811.570";"1.493.780";"68,7% (CB)";"69,2% (CB)";"5700";"First Team";"35,87%";"62,87%";"67,12%";"68,71%";"62,71%";"60,44%";"60,44%";"60,00%";"56,85%";"57,42%";"56,85%";"56,85%";"48,74%";"56,85%";"51,94%";"58,95%";"36,19%";"63,32%";"67,55%";"69,16%";"63,11%";"60,80%";"60,80%";"60,54%";"57,21%";"57,98%";"57,21%";"57,21%";"49,18%";"57,21%";"52,38%";"59,29%";"14020567";"102462"
"Ledesma, Pablo";"DM, M RC";"Colón";"31";"3";"0";"5.330";"317.710";"542.580";"72,0% (M)";"73,5% (M)";"5700";"First Team";"35,12%";"63,11%";"66,66%";"63,05%";"66,66%";"65,41%";"65,41%";"71,33%";"65,49%";"71,96%";"70,35%";"65,49%";"60,31%";"69,52%";"63,84%";"64,21%";"36,04%";"64,79%";"68,42%";"64,58%";"68,42%";"67,15%";"67,15%";"72,88%";"67,19%";"73,50%";"72,19%";"67,19%";"61,96%";"71,33%";"65,62%";"65,72%";"958174";"102462"
"Llama, Cristian";"D/WB/AM L";"Colón";"29";"0";"0";"2.760";"935.170";"1.568.050";"68,9% (W)";"70,6% (W)";"5700";"First Team";"29,34%";"54,61%";"64,63%";"53,47%";"60,57%";"64,64%";"60,40%";"60,57%";"68,89%";"62,26%";"64,13%";"68,72%";"59,60%";"64,13%";"60,87%";"58,07%";"30,09%";"55,95%";"66,21%";"54,55%";"62,04%";"66,22%";"61,87%";"62,10%";"70,56%";"63,87%";"65,68%";"70,39%";"61,19%";"65,68%";"62,48%";"59,25%";"961196";"102462"
"Poblete, Gerónimo";"DM";"Colón";"23";"0";"0";"1.120";"1.329.050";"2.654.810";"69,5% (W)";"74,0% (W)";"5700";"First Team";"35,03%";"58,75%";"64,49%";"58,11%";"64,49%";"63,81%";"63,81%";"67,24%";"65,32%";"69,07%";"69,48%";"65,32%";"59,85%";"65,32%";"61,68%";"59,60%";"37,31%";"62,85%";"68,70%";"61,72%";"68,70%";"67,96%";"67,96%";"71,62%";"69,55%";"73,51%";"73,97%";"69,55%";"64,33%";"69,55%";"66,18%";"63,17%";"14046978";"102462"
"Ramírez, David";"AM LC";"Colón";"34";"0";"0";"1.610";"95.480";"170.010";"71,6% (AM)";"71,6% (AM)";"5700";"Rotation";"32,13%";"51,22%";"56,01%";"46,65%";"56,01%";"56,67%";"56,67%";"59,97%";"64,52%";"63,70%";"64,52%";"69,15%";"71,63%";"68,75%";"66,38%";"56,85%";"32,13%";"51,22%";"56,01%";"46,65%";"56,01%";"56,67%";"56,67%";"59,95%";"64,52%";"63,67%";"64,52%";"69,15%";"71,63%";"68,75%";"66,38%";"56,85%";"953957";"102462"
"Rodríguez, Clemente";"D/WB RL";"Colón";"34";"20";"0";"2.500";"126.080";"203.560";"70,2% (FB)";"70,2% (FB)";"5700";"First Team";"29,13%";"52,71%";"70,17%";"52,49%";"69,70%";"69,55%";"69,18%";"61,29%";"67,83%";"62,07%";"67,69%";"63,89%";"54,78%";"63,89%";"57,66%";"53,97%";"29,13%";"52,71%";"70,17%";"52,49%";"69,70%";"69,55%";"69,18%";"61,01%";"67,83%";"61,70%";"67,69%";"63,89%";"54,78%";"63,89%";"57,66%";"53,97%";"950656";"102462"
"Villarruel, Gustavo";"AM RC";"Colón";"23";"0";"0";"1.440";"1.349.000";"2.884.530";"69,1% (W)";"73,9% (W)";"5700";"Rotation";"35,81%";"53,36%";"58,85%";"49,86%";"58,85%";"59,36%";"59,36%";"57,59%";"64,56%";"65,07%";"69,00%";"64,56%";"65,68%";"69,09%";"67,88%";"62,01%";"38,19%";"57,46%";"63,32%";"53,49%";"63,32%";"63,76%";"63,76%";"61,78%";"69,06%";"69,65%";"73,80%";"69,06%";"70,73%";"73,91%";"72,87%";"66,02%";"14042602";"102462"
"Bareyro, Dante";"D C";"Crucero del Norte";"26";"0";"0";"1.220";"594.580";"1.269.280";"63,0% (CB)";"64,7% (CB)";"4500";"Rotation";"36,48%";"57,25%";"56,04%";"63,04%";"59,61%";"54,15%";"54,15%";"54,67%";"52,44%";"53,63%";"52,44%";"52,44%";"47,84%";"52,44%";"47,86%";"51,12%";"37,36%";"58,89%";"57,67%";"64,67%";"61,34%";"55,73%";"55,73%";"56,55%";"53,96%";"55,62%";"53,96%";"53,96%";"49,34%";"53,96%";"49,44%";"52,49%";"14060949";"14022187"
"Barraza, Julio";"D RC";"Crucero del Norte";"35";"0";"0";"1.990";"108.880";"188.990";"68,4% (FB)";"68,4% (FB)";"4500";"Key Player";"33,98%";"61,72%";"63,69%";"66,32%";"68,43%";"62,04%";"66,49%";"61,53%";"61,65%";"61,60%";"65,17%";"61,65%";"54,80%";"61,65%";"57,42%";"59,92%";"33,98%";"61,72%";"63,69%";"66,32%";"68,43%";"62,04%";"66,49%";"61,38%";"61,65%";"61,39%";"65,17%";"61,65%";"54,80%";"61,65%";"57,42%";"59,92%";"952904";"14022187"
"Caballero, Lucas";"DM, M LC";"Crucero del Norte";"19";"0";"0";"590";"712.980";"1.520.340";"65,9% (W)";"77,4% (W)";"4500";"First Team";"29,76%";"53,91%";"60,70%";"51,76%";"60,70%";"60,12%";"60,12%";"61,26%";"65,87%";"64,02%";"65,56%";"65,43%";"59,33%";"65,16%";"58,56%";"54,22%";"35,42%";"63,87%";"71,43%";"60,57%";"71,43%";"70,72%";"70,72%";"72,76%";"77,43%";"76,03%";"77,06%";"76,91%";"71,04%";"76,59%";"69,86%";"63,35%";"14082410";"14022187"
"Cabrera, Juan";"D LC";"Crucero del Norte";"31";"0";"0";"470";"67.640";"44.140";"63,0% (FB)";"64,0% (FB)";"4500";"Backup";"32,32%";"55,91%";"62,96%";"59,75%";"58,83%";"57,44%";"57,44%";"56,04%";"56,17%";"56,49%";"56,17%";"56,17%";"49,82%";"56,17%";"52,06%";"54,53%";"32,74%";"56,80%";"64,00%";"60,62%";"59,80%";"58,39%";"58,39%";"57,01%";"57,13%";"57,53%";"57,13%";"57,13%";"50,72%";"57,13%";"53,01%";"55,37%";"14003699";"14022187"
"Caffa, Germán";"GK";"Crucero del Norte";"35";"0";"0";"610";"49.740";"58.010";"64,9% (GK)";"64,9% (GK)";"4500";"Backup";"64,86%";"42,86%";"42,04%";"40,17%";"42,04%";"40,72%";"40,72%";"45,11%";"45,21%";"44,20%";"45,21%";"45,21%";"41,46%";"45,21%";"42,63%";"44,39%";"64,86%";"42,86%";"42,04%";"40,17%";"42,04%";"40,72%";"40,72%";"45,71%";"45,21%";"45,02%";"45,21%";"45,21%";"41,46%";"45,21%";"42,63%";"44,39%";"950205";"14022187"
"Chironi, Gabriel";"DM, M RC";"Crucero del Norte";"24";"0";"0";"1.380";"635.080";"755.060";"64,3% (M)";"68,7% (M)";"4500";"Backup";"33,64%";"54,57%";"57,71%";"55,12%";"57,71%";"57,50%";"57,50%";"63,41%";"59,15%";"64,27%";"63,12%";"59,15%";"57,89%";"59,15%";"58,45%";"53,82%";"35,64%";"58,16%";"61,60%";"58,37%";"61,60%";"61,32%";"61,32%";"67,68%";"62,98%";"68,73%";"67,21%";"62,98%";"61,85%";"62,98%";"62,41%";"57,07%";"14037981";"14022187"
"Cólzera, Ariel";"AM RLC, F C";"Crucero del Norte";"29";"0";"0";"880";"502.730";"906.140";"65,8% (FS)";"70,9% (FS)";"4500";"First Team";"32,20%";"48,54%";"51,78%";"47,56%";"51,78%";"52,95%";"52,95%";"52,98%";"59,56%";"56,19%";"59,56%";"63,56%";"61,27%";"63,56%";"65,79%";"61,24%";"34,67%";"52,84%";"56,27%";"51,41%";"56,27%";"57,38%";"57,38%";"57,70%";"64,11%";"61,19%";"64,11%";"68,42%";"66,32%";"68,42%";"70,91%";"65,55%";"956665";"14022187"
"Dematei, Nicolás";"D/WB/M L";"Crucero del Norte";"28";"0";"0";"1.520";"516.520";"911.310";"66,8% (FB)";"67,9% (FB)";"4500";"Rotation";"31,27%";"58,16%";"66,85%";"58,85%";"62,22%";"65,42%";"60,97%";"58,12%";"63,14%";"58,21%";"59,16%";"59,16%";"50,64%";"59,16%";"54,68%";"58,82%";"31,64%";"58,96%";"67,87%";"59,55%";"63,18%";"66,43%";"61,91%";"59,21%";"64,12%";"59,41%";"60,09%";"60,09%";"51,52%";"60,09%";"55,62%";"59,55%";"14011137";"14022187"
"Dujaut, Hernán";"ST";"Crucero del Norte";"24";"0";"0";"1.160";"750.500";"1.052.370";"66,7% (FS)";"69,1% (FS)";"4500";"Backup";"31,53%";"52,80%";"58,69%";"49,66%";"58,69%";"58,59%";"58,59%";"58,07%";"62,50%";"61,18%";"62,50%";"62,50%";"63,10%";"66,22%";"66,67%";"62,70%";"32,67%";"54,68%";"60,66%";"51,29%";"60,66%";"60,55%";"60,55%";"60,26%";"64,63%";"63,54%";"64,63%";"64,63%";"65,51%";"68,47%";"69,14%";"64,65%";"14060947";"14022187"
"Fileppi, Claudio";"AM L";"Crucero del Norte";"31";"0";"0";"700";"89.670";"118.400";"66,7% (W)";"68,1% (W)";"4500";"First Team";"31,99%";"49,36%";"58,63%";"47,22%";"58,63%";"58,97%";"58,97%";"56,45%";"66,69%";"63,35%";"62,08%";"66,25%";"56,81%";"62,08%";"57,86%";"52,84%";"32,64%";"50,53%";"59,91%";"48,25%";"59,91%";"60,20%";"60,20%";"57,84%";"68,09%";"64,90%";"63,39%";"67,64%";"58,23%";"63,39%";"59,25%";"53,93%";"964441";"14022187"
"Lamas, Marcelo";"DM";"Crucero del Norte";"29";"0";"0";"720";"213.620";"282.250";"65,7% (M)";"66,2% (M)";"4500";"First Team";"34,25%";"59,85%";"63,38%";"60,70%";"63,38%";"61,81%";"61,81%";"65,44%";"61,04%";"65,69%";"61,04%";"61,04%";"55,02%";"61,04%";"57,23%";"58,90%";"34,25%";"59,85%";"63,38%";"60,70%";"63,38%";"61,81%";"61,81%";"65,82%";"61,04%";"66,20%";"61,04%";"61,04%";"55,02%";"61,04%";"57,23%";"58,90%";"14034246";"14022187"
"Lechner, Rodrigo";"D C";"Crucero del Norte";"25";"0";"0";"1.160";"568.230";"1.029.190";"61,8% (CB)";"63,7% (CB)";"4500";"Rotation";"32,53%";"58,27%";"59,15%";"61,76%";"59,15%";"57,42%";"57,42%";"54,47%";"53,86%";"53,66%";"53,86%";"53,86%";"46,92%";"53,86%";"50,69%";"55,08%";"33,68%";"60,25%";"61,08%";"63,66%";"61,08%";"59,29%";"59,29%";"57,53%";"55,71%";"57,10%";"55,71%";"55,71%";"48,81%";"55,71%";"52,64%";"56,61%";"14154904";"14022187"
"Molina, Iván";"AM C";"Crucero del Norte";"18";"0";"0";"20";"750.500";"1.011.780";"60,9% (AM)";"69,2% (AM)";"4500";"Hot Prospect";"28,53%";"44,89%";"50,02%";"45,66%";"50,02%";"51,57%";"51,57%";"51,90%";"57,17%";"58,30%";"57,17%";"60,12%";"60,93%";"60,57%";"60,37%";"54,74%";"32,26%";"51,78%";"57,60%";"51,83%";"57,60%";"59,01%";"59,01%";"59,39%";"64,68%";"66,50%";"64,68%";"68,02%";"69,17%";"68,53%";"68,44%";"61,41%";"14154905";"14022187"
"Oliva, Maximiliano";"D/WB L";"Crucero del Norte";"25";"0";"0";"1.470";"658.760";"1.178.450";"64,8% (FB)";"65,8% (FB)";"4500";"First Team";"33,58%";"60,24%";"64,83%";"60,75%";"60,35%";"63,66%";"59,65%";"55,77%";"59,61%";"57,22%";"59,61%";"59,61%";"54,91%";"59,61%";"56,34%";"53,33%";"33,96%";"61,09%";"65,78%";"61,49%";"61,23%";"64,58%";"60,51%";"56,95%";"60,48%";"58,54%";"60,48%";"60,48%";"55,78%";"60,48%";"57,26%";"54,01%";"14000698";"14022187"
"Pérez, Daniel";"D/WB/M R";"Crucero del Norte";"28";"0";"0";"770";"571.660";"1.036.820";"64,4% (FB)";"66,3% (FB)";"4500";"Rotation";"29,91%";"51,12%";"59,99%";"48,61%";"64,45%";"59,06%";"63,45%";"55,40%";"59,61%";"56,66%";"63,61%";"59,61%";"53,86%";"63,01%";"54,28%";"48,21%";"30,83%";"52,74%";"61,75%";"50,03%";"66,34%";"60,80%";"65,32%";"57,35%";"61,31%";"58,78%";"65,42%";"61,31%";"55,51%";"64,81%";"56,03%";"49,61%";"14010331";"14022187"
"Ramírez, Horacio";"GK";"Crucero del Norte";"31";"0";"0";"1.230";"319.960";"583.380";"65,3% (GK)";"66,1% (GK)";"4500";"First Team";"65,26%";"48,57%";"47,70%";"45,41%";"47,70%";"47,13%";"47,13%";"50,98%";"51,81%";"51,43%";"51,81%";"51,81%";"50,51%";"51,81%";"50,25%";"49,59%";"66,12%";"48,98%";"48,17%";"45,68%";"48,17%";"47,56%";"47,56%";"51,73%";"52,18%";"52,26%";"52,18%";"52,18%";"50,87%";"52,18%";"50,57%";"49,76%";"961908";"14022187"
"Romero, Dardo";"D/WB/M L";"Crucero del Norte";"35";"0";"0";"440";"20.010";"18.810";"62,6% (FB)";"62,6% (FB)";"4500";"Backup";"30,15%";"56,58%";"62,58%";"59,28%";"58,25%";"60,92%";"56,85%";"58,89%";"60,92%";"55,68%";"57,09%";"60,35%";"51,58%";"57,09%";"54,03%";"54,17%";"30,15%";"56,58%";"62,58%";"59,28%";"58,25%";"60,92%";"56,85%";"59,13%";"60,92%";"55,99%";"57,09%";"60,35%";"51,58%";"57,09%";"54,03%";"54,17%";"14033181";"14022187"
"Rosso, Federico";"D C";"Crucero del Norte";"28";"0";"0";"590";"237.650";"321.250";"63,8% (CB)";"64,2% (CB)";"4500";"Rotation";"32,35%";"56,91%";"56,35%";"63,76%";"56,35%";"54,22%";"54,22%";"53,48%";"51,56%";"51,50%";"51,56%";"51,56%";"43,84%";"51,56%";"46,58%";"52,89%";"32,67%";"57,37%";"56,72%";"64,17%";"56,72%";"54,56%";"54,56%";"54,13%";"51,90%";"52,20%";"51,90%";"51,90%";"44,26%";"51,90%";"46,98%";"53,09%";"14036559";"14022187"
"Tomassini, Gabriel";"D C";"Crucero del Norte";"30";"0";"0";"660";"172.560";"227.100";"66,0% (CB)";"67,1% (CB)";"4500";"Rotation";"32,02%";"59,17%";"56,84%";"66,01%";"56,84%";"54,81%";"54,81%";"57,09%";"54,66%";"55,51%";"54,66%";"54,66%";"50,43%";"54,66%";"50,17%";"56,48%";"32,71%";"60,37%";"58,07%";"67,14%";"58,07%";"56,00%";"56,00%";"58,57%";"55,83%";"57,10%";"55,83%";"55,83%";"51,60%";"55,83%";"51,36%";"57,44%";"962032";"14022187"
"Torres, Diego";"AM RL, ST";"Crucero del Norte";"33";"0";"0";"890";"106.950";"194.930";"69,6% (W)";"69,6% (W)";"4500";"First Team";"33,43%";"51,68%";"62,28%";"48,60%";"62,28%";"62,40%";"62,40%";"59,56%";"68,17%";"61,81%";"69,07%";"69,18%";"64,63%";"69,64%";"67,45%";"58,36%";"33,43%";"51,68%";"62,28%";"48,60%";"62,28%";"62,40%";"62,40%";"59,91%";"68,17%";"62,29%";"69,07%";"69,18%";"64,63%";"69,64%";"67,45%";"58,36%";"956058";"14022187"
"Álvarez, Fabio";"AM C";"Defensa y Justicia";"22";"0";"0";"1.140";"573.720";"1.074.990";"67,1% (FS)";"72,2% (FS)";"4950";"First Team";"34,03%";"50,83%";"56,21%";"48,55%";"56,21%";"57,24%";"57,24%";"57,09%";"66,54%";"64,40%";"66,54%";"66,83%";"64,33%";"66,83%";"67,10%";"60,07%";"36,31%";"55,16%";"60,99%";"52,35%";"60,99%";"61,92%";"61,92%";"61,59%";"71,44%";"69,28%";"71,44%";"71,75%";"69,42%";"71,75%";"72,17%";"64,18%";"14083974";"108526"
"Arias, Gabriel";"GK";"Defensa y Justicia";"28";"0";"0";"1.980";"1.300.650";"2.501.930";"68,9% (GK)";"69,9% (GK)";"4950";"Key Player";"68,88%";"51,77%";"50,46%";"47,89%";"50,46%";"49,78%";"49,78%";"53,11%";"52,49%";"51,77%";"52,49%";"52,49%";"50,88%";"52,49%";"50,81%";"49,58%";"69,94%";"52,46%";"51,13%";"48,50%";"51,13%";"50,44%";"50,44%";"54,03%";"53,20%";"52,75%";"53,20%";"53,20%";"51,54%";"53,20%";"51,49%";"50,25%";"14000828";"108526"
"Benítez, Marcelo";"D/WB L";"Defensa y Justicia";"25";"0";"0";"1.390";"750.750";"931.470";"62,4% (FB)";"66,5% (FB)";"4950";"Backup";"28,19%";"55,23%";"62,43%";"55,54%";"58,11%";"61,00%";"57,16%";"54,57%";"56,47%";"54,08%";"56,47%";"56,47%";"50,44%";"56,47%";"52,62%";"52,68%";"30,09%";"58,79%";"66,53%";"58,66%";"61,93%";"64,96%";"60,87%";"58,27%";"60,19%";"57,83%";"60,19%";"60,19%";"54,21%";"60,19%";"56,53%";"55,75%";"14044047";"108526"
"Bertocchi, Nicolás";"DM";"Defensa y Justicia";"26";"0";"0";"1.810";"907.050";"1.554.040";"64,3% (M)";"65,3% (M)";"4950";"Rotation";"32,11%";"57,78%";"61,88%";"61,87%";"61,88%";"61,46%";"61,46%";"63,47%";"62,22%";"64,33%";"62,22%";"62,22%";"56,61%";"62,22%";"58,75%";"59,81%";"32,48%";"58,55%";"62,68%";"62,60%";"62,68%";"62,25%";"62,25%";"64,40%";"63,03%";"65,29%";"63,03%";"63,03%";"57,45%";"63,03%";"59,63%";"60,45%";"14024130";"108526"
"Bueno, Pablo";"ST";"Defensa y Justicia";"25";"0";"0";"1.360";"266.840";"173.280";"64,7% (FS)";"65,7% (FS)";"4950";"Backup";"30,18%";"48,45%";"50,44%";"46,49%";"50,44%";"50,85%";"50,85%";"51,76%";"58,15%";"54,02%";"58,15%";"58,15%";"56,11%";"58,15%";"64,71%";"61,32%";"30,60%";"49,33%";"51,40%";"47,30%";"51,40%";"51,81%";"51,81%";"52,73%";"59,11%";"55,05%";"59,11%";"59,11%";"57,02%";"59,11%";"65,74%";"62,23%";"14010841";"108526"
"Busse, Walter";"M R";"Defensa y Justicia";"28";"0";"0";"2.460";"1.058.590";"1.838.220";"67,8% (W)";"70,4% (W)";"4950";"First Team";"30,45%";"51,43%";"59,82%";"47,78%";"59,82%";"59,91%";"59,91%";"57,97%";"67,24%";"61,29%";"67,80%";"63,11%";"60,26%";"63,11%";"61,14%";"53,04%";"31,72%";"53,83%";"62,39%";"49,99%";"62,39%";"62,38%";"62,38%";"60,48%";"69,86%";"63,84%";"70,44%";"65,57%";"62,67%";"65,57%";"63,70%";"55,20%";"962060";"108526"
"Dal Casón, Guido";"ST";"Defensa y Justicia";"22";"0";"0";"1.360";"573.720";"1.000.670";"66,2% (FS)";"74,0% (FS)";"4950";"Rotation";"29,47%";"50,75%";"56,80%";"46,64%";"56,80%";"56,92%";"56,92%";"54,27%";"60,47%";"57,19%";"60,47%";"60,47%";"57,97%";"60,47%";"66,22%";"58,21%";"32,77%";"56,68%";"62,98%";"51,80%";"62,98%";"63,09%";"63,09%";"60,92%";"67,18%";"64,38%";"67,18%";"67,18%";"64,94%";"67,18%";"74,02%";"64,52%";"14023445";"108526"
"Delgado, Rafael";"D/WB L";"Defensa y Justicia";"26";"0";"0";"2.480";"590.770";"777.650";"66,9% (FB)";"67,9% (FB)";"4950";"First Team";"32,41%";"60,14%";"66,91%";"64,64%";"62,28%";"66,02%";"61,46%";"60,98%";"62,05%";"60,85%";"62,05%";"62,05%";"56,27%";"62,05%";"59,08%";"59,66%";"32,78%";"60,95%";"67,86%";"65,37%";"63,16%";"66,95%";"62,32%";"62,16%";"62,92%";"62,17%";"62,92%";"62,92%";"57,14%";"62,92%";"60,00%";"60,34%";"14025560";"108526"
"Faccioli, Emir";"D C";"Defensa y Justicia";"26";"0";"0";"1.960";"975.320";"1.721.850";"67,6% (CB)";"70,0% (CB)";"4950";"First Team";"34,82%";"62,77%";"61,97%";"67,59%";"61,97%";"59,97%";"59,97%";"61,22%";"57,20%";"59,29%";"57,20%";"57,20%";"51,48%";"57,20%";"52,37%";"57,29%";"36,20%";"65,26%";"64,33%";"69,95%";"64,33%";"62,21%";"62,21%";"63,52%";"59,44%";"61,49%";"59,44%";"59,44%";"53,79%";"59,44%";"54,77%";"59,29%";"14006968";"108526"
"Fernández, Leandro";"ST";"Defensa y Justicia";"24";"0";"0";"2.020";"765.210";"1.516.040";"71,5% (FS)";"72,6% (FS)";"4950";"Key Player";"30,96%";"55,04%";"56,63%";"52,09%";"56,63%";"57,07%";"57,07%";"58,19%";"64,01%";"60,28%";"64,01%";"64,01%";"61,61%";"64,01%";"71,54%";"67,95%";"31,38%";"55,92%";"57,60%";"52,89%";"57,60%";"58,02%";"58,02%";"58,91%";"64,97%";"60,97%";"64,97%";"64,97%";"62,52%";"64,97%";"72,57%";"68,85%";"14021511";"108526"
"Iglesias, Adrián";"WB/M L";"Defensa y Justicia";"28";"0";"0";"1.030";"189.850";"274.310";"65,4% (W)";"66,1% (W)";"4950";"Rotation";"34,49%";"54,21%";"64,75%";"55,32%";"60,99%";"64,29%";"60,24%";"61,42%";"65,45%";"62,94%";"60,92%";"60,92%";"54,99%";"60,92%";"57,04%";"55,75%";"34,86%";"54,75%";"65,32%";"55,80%";"61,53%";"64,84%";"60,76%";"62,11%";"66,06%";"63,70%";"61,49%";"61,49%";"55,69%";"61,49%";"57,69%";"56,23%";"14007734";"108526"
"Juárez, Axel";"DM";"Defensa y Justicia";"25";"0";"0";"2.240";"507.000";"668.560";"68,1% (M)";"72,0% (M)";"4950";"First Team";"37,89%";"58,13%";"64,45%";"56,25%";"64,45%";"63,67%";"63,67%";"67,09%";"63,78%";"68,06%";"63,78%";"63,78%";"60,19%";"63,78%";"60,76%";"56,50%";"39,85%";"61,81%";"68,31%";"59,52%";"68,31%";"67,49%";"67,49%";"71,01%";"67,62%";"72,01%";"67,62%";"67,62%";"64,13%";"67,62%";"64,81%";"59,73%";"961301";"108526"
"Leyes, Nery";"DM";"Defensa y Justicia";"26";"0";"0";"1.880";"907.050";"1.658.900";"70,0% (M)";"70,3% (M)";"4950";"First Team";"35,96%";"61,06%";"65,90%";"62,05%";"65,90%";"65,02%";"65,02%";"69,92%";"65,32%";"70,02%";"65,32%";"65,32%";"61,48%";"65,32%";"61,54%";"59,73%";"35,96%";"61,06%";"65,90%";"62,05%";"65,90%";"65,02%";"65,02%";"70,17%";"65,32%";"70,35%";"65,32%";"65,32%";"61,48%";"65,32%";"61,54%";"59,73%";"14030878";"108526"
"Matheu, Carlos";"D C";"Defensa y Justicia";"30";"1";"0";"10.710";"460.670";"878.440";"69,3% (CB)";"72,7% (CB)";"4950";"First Team";"34,48%";"61,49%";"61,41%";"69,27%";"64,92%";"59,53%";"59,53%";"60,56%";"57,39%";"58,65%";"57,39%";"57,39%";"50,42%";"57,39%";"53,84%";"59,08%";"36,37%";"65,00%";"64,80%";"72,70%";"68,50%";"62,81%";"62,81%";"63,79%";"60,61%";"61,81%";"60,61%";"60,61%";"53,72%";"60,61%";"57,27%";"61,91%";"961885";"108526"
