"","Pos","Nombre","Valor","PT","Prom","Reg","PJ","F","GC","GP","GR","EC","VI","A","R","PE","PA","equipo"
"223","VOL","Meli, César","$4.200.000","122","6,10","19,06","20","1","3","0","0","0","0","5","0","0","0","boca"
"224","VOL","Colazo, Nicolás","$3.500.000","103","4,90","5,71","21","0","0","0","0","0","0","3","0","0","0","boca"
"225","VOL","Bravo, Federico","$2.000.000","5","5,00","0,81","1","0","0","0","0","0","0","0","0","0","0","boca"
"226","VOL","Carrizo, Federico","$4.000.000","63","5,73","9,76","11","0","1","0","0","0","0","0","0","0","0","boca"
"227","VOL","Pavón, Cristian","$2.800.000","46","9,20","15,78","5","1","2","0","0","0","0","0","0","0","0","boca"
"228","VOL","Pérez, Pablo","$4.000.000","92","5,75","16,86","16","2","1","0","0","0","0","8","2","0","0","boca"
"229","VOL","Bentancur, Rodrigo","$1.500.000","59","4,92","6,30","12","0","0","0","0","0","0","2","0","0","0","boca"
"230","DEL","Palacios, Sebastián","$2.800.000","116","7,25","22,05","16","1","5","0","0","0","0","1","0","0","0","boca"
"231","DEL","Tevez, Carlos","$8.500.000","103","8,58","33,45","12","3","4","1","0","0","0","4","0","1","0","boca"
"232","DEL","Calleri, Jonathan","$5.100.000","159","7,23","23,41","22","1","10","0","0","0","0","2","1","0","0","boca"
"233","DEL","Chávez, Andrés","$4.900.000","50","5,56","8,82","9","0","1","1","0","0","0","2","0","0","0","boca"
"234","ARQ","Broun, Jorge","$3.000.000","153","5,28","11,02","29","1","0","0","30","0","9","1","1","0","0","colon"
"235","ARQ","Lovera, Ignacio","$1.500.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","colon"
"236","ARQ","Mehring, Andres","$1.500.000","9","9,00","2,61","1","0","0","0","0","0","1","0","0","0","0","colon"
"237","DEF","Cuevas, Pablo","$2.600.000","65","4,33","5,67","15","0","0","0","0","0","4","4","0","0","0","colon"
"238","DEF","Castillo, Luis","$2.500.000","18","6,00","3,44","3","0","0","0","0","0","2","1","0","0","0","colon"
"239","DEF","Conti, Germán","$3.000.000","175","6,25","12,87","28","3","1","0","0","0","10","10","0","0","0","colon"
"240","DEF","Rodríguez, Clemente","$3.400.000","94","5,88","11,65","16","1","0","0","0","0","7","1","1","0","0","colon"
"241","DEF","Saín, Cristian","$300.000","5","5,00","0,81","1","0","0","0","0","0","0","0","0","0","0","colon"
"242","DEF","Landa, Lucas","$3.000.000","26","4,33","4,12","6","0","0","0","0","0","1","1","0","0","0","colon"
"243","DEF","Arroyo, Osvaldo","$300.000","22","5,50","3,66","4","0","0","0","0","0","1","0","0","0","0","colon"
"244","DEF","Lazzaroni, Franco","$2.900.000","68","5,67","8,46","12","0","0","0","0","0","4","1","0","0","0","colon"
"245","DEF","Benegas, Ismael","$1.800.000","76","6,33","16,38","12","0","1","0","0","0","5","4","0","0","0","colon"
"246","VOL","Ballini, Matías","$2.500.000","100","4,55","4,82","22","0","0","0","0","0","0","5","0","0","0","colon"
"247","VOL","Gómez, Exequiel","$500.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","colon"
"248","VOL","Ledesma, Pablo","$3.500.000","110","5,24","7,82","21","1","0","0","0","0","0","6","0","0","0","colon"
"249","VOL","Leys, Franco","$900.000","17","4,25","2,31","4","0","0","0","0","0","0","2","0","0","0","colon"
"250","VOL","Garnier, Yamil","$1.900.000","84","4,67","6,16","18","0","0","0","0","1","0","1","0","0","0","colon"
"251","VOL","Jourdan, Federico","$500.000","53","4,84","0,00","1","0","1","0","0","0","0","7","1","0","0","colon"
"252","VOL","Fernández, Marcos","$1.800.000","7","3,50","0,78","2","0","0","0","0","0","0","1","0","0","0","colon"
"253","VOL","Pérez, Daniel","$1.500.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","colon"
"254","VOL","Poblete, Gerónimo","$2.000.000","117","5,32","7,69","22","2","0","0","0","0","0","6","0","0","0","colon"
"255","VOL","Casado, Víctor","$1.000.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","colon"
"256","VOL","Romero, Braian","$3.000.000","23","3,83","3,72","6","0","0","0","0","0","0","1","0","0","0","colon"
"257","VOL","Ruiz, Alan","$2.200.000","77","5,50","9,78","14","2","0","0","0","0","0","8","0","0","0","colon"
"258","VOL","Llama, Cristian","$2.500.000","83","8,30","24,45","10","2","3","1","0","0","0","4","0","0","0","colon"
"259","DEL","Sperdutti, Mauricio","$3.500.000","60","8,57","19,40","7","1","3","0","0","0","0","0","0","0","0","colon"
"260","DEL","Boasso, Federico","$300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","colon"
"261","DEL","Villarruel, Gustavo","$2.500.000","76","4,75","8,12","16","0","1","0","0","0","0","1","1","0","0","colon"
"262","DEL","Callejo, Facundo","$2.500.000","10","5,00","2,89","2","0","0","0","0","0","0","0","0","0","0","colon"
"263","DEL","Guanca, Cristian","$2.600.000","97","6,06","17,91","16","0","3","0","0","0","0","3","0","0","0","colon"
"264","DEL","Belinetz, Oscar","$300.000","53","4,84","0,00","1","0","1","0","0","0","0","7","1","0","0","colon"
"265","DEL","Vegetti, Pablo","$3.900.000","129","5,16","7,48","25","0","3","0","0","0","0","4","0","0","0","colon"
"266","DEL","García, Cristian","$2.700.000","51","5,67","10,14","9","1","1","0","0","0","0","1","0","0","0","colon"
"267","ARQ","Mendonca, Juan","$1.300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","crucero-del-norte"
"268","ARQ","Ramírez, Horacio","$2.400.000","88","3,83","6,66","23","0","0","0","38","0","3","4","0","0","0","crucero-del-norte"
"269","ARQ","Caffa, Germán","$1.800.000","22","3,14","4,80","7","0","0","0","15","0","2","1","0","0","0","crucero-del-norte"
"270","DEF","Barraza, Julio","$2.900.000","69","5,31","12,68","13","0","1","0","0","0","3","3","1","0","0","crucero-del-norte"
"271","DEF","Bareyro, Dante","$2.400.000","52","5,78","7,93","9","0","1","0","0","0","2","0","1","0","0","crucero-del-norte"
"272","DEF","Cabaña, Víctor","$1.700.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","crucero-del-norte"
"273","DEF","Cabrera, Juan","$1.900.000","19","4,75","2,90","4","0","0","0","0","0","2","1","0","0","0","crucero-del-norte"
"274","DEF","Rosso, Federico","$2.000.000","57","4,75","6,29","12","0","0","0","0","0","3","4","0","0","0","crucero-del-norte"
"275","DEF","Pérez, Alejandro","$2.600.000","127","5,29","6,11","24","0","0","0","0","1","4","0","0","0","0","crucero-del-norte"
"276","DEF","Oliva, Maximiliano","$1.900.000","36","3,60","3,83","10","0","0","0","0","0","0","2","1","0","0","crucero-del-norte"
"277","DEF","Dematei , Nicolás","$2.700.000","116","5,04","13,12","23","1","1","0","0","0","4","3","2","0","0","crucero-del-norte"
"278","DEF","Tomasini, Gabriel","$2.500.000","71","4,73","7,63","15","0","0","0","0","1","4","3","0","0","0","crucero-del-norte"
"279","DEF","Lechner, Rodrigo","$1.400.000","79","4,94","11,17","16","0","1","0","0","0","0","5","0","0","0","crucero-del-norte"
"280","DEF","Godoy, Enzo","$300.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","crucero-del-norte"
"281","VOL","Lamas, Marcelo","$1.300.000","42","4,67","4,71","9","0","0","0","0","0","0","1","0","0","0","crucero-del-norte"
"282","VOL","Fileppi, Claudio","$2.300.000","5","5,00","0,81","1","0","0","0","0","0","0","0","0","0","0","crucero-del-norte"
"283","VOL","Vázquez, Fabio","$2.800.000","142","5,26","9,66","27","2","1","0","0","0","0","4","0","0","0","crucero-del-norte"
"284","VOL","Melgarejo, Damián","$500.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","crucero-del-norte"
"285","VOL","Dujaut, José","$900.000","85","5,31","10,21","16","0","1","0","0","0","0","1","0","0","0","crucero-del-norte"
"286","VOL","Molinas, Iván","$700.000","4","4,00","0,52","1","0","0","0","0","0","0","0","0","0","0","crucero-del-norte"
"287","VOL","Monserrat, Fabián","$2.900.000","58","4,46","5,13","13","0","0","0","0","0","0","0","0","0","0","crucero-del-norte"
"288","VOL","Alegre, Adrián","$1.300.000","10","3,33","1,09","3","0","0","0","0","0","0","1","0","0","0","crucero-del-norte"
"289","VOL","Olmedo, Nicolás","$3.100.000","89","5,24","8,43","17","0","1","0","0","0","0","4","0","0","0","crucero-del-norte"
"290","VOL","Chironi, Gabriel","$800.000","66","4,40","6,16","15","0","0","0","0","0","0","2","1","0","0","crucero-del-norte"
"291","VOL","Caballero, Lucas","$1.500.000","27","5,40","4,16","5","0","0","0","0","0","0","0","0","0","0","crucero-del-norte"
"292","VOL","Romero, Dardo","$1.800.000","52","4,00","4,53","13","0","0","0","0","0","0","5","0","0","0","crucero-del-norte"
"293","VOL","Silva, Geronimo","$300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","crucero-del-norte"
"294","VOL","Torres, Diego","$2.500.000","15","5,00","2,32","3","0","0","0","0","0","0","1","0","0","0","crucero-del-norte"
"295","DEL","Rivas, Damián","$300.000","5","5,00","0,81","1","0","0","0","0","0","0","0","0","0","0","crucero-del-norte"
"296","DEL","Alvarez, Ernesto","$3.000.000","91","6,07","14,43","15","2","2","0","0","0","0","1","0","0","0","crucero-del-norte"
"297","DEL","Mendieta, Gumersindo","$900.000","22","4,40","2,73","5","0","0","0","0","0","0","0","0","0","0","crucero-del-norte"
"298","DEL","Stupiski, Pablo","$1.500.000","29","5,80","6,37","5","0","1","0","0","0","0","0","0","0","0","crucero-del-norte"
"299","DEL","Siergiejuk, Mauro","$300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","crucero-del-norte"
"300","DEL","Yagusieczko, Adrián","$1.500.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","crucero-del-norte"
"301","DEL","Avalos, Gabriel","$2.500.000","129","6,45","23,34","20","2","5","0","0","0","0","2","0","0","0","crucero-del-norte"
"302","DEL","Martínez R., Nicolás","$2.000.000","40","5,00","6,76","8","0","0","0","0","0","0","1","0","0","0","crucero-del-norte"
"303","DEL","Cólzera, Ariel","$2.500.000","90","4,50","6,47","20","0","3","0","0","0","0","8","1","1","0","crucero-del-norte"
"304","ARQ","Santillo, Pablo","$1.800.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","defensa-y-justicia"
"305","ARQ","Arias, Gabriel","$3.000.000","170","6,07","13,62","28","3","0","0","30","0","10","3","0","0","0","defensa-y-justicia"
"306","ARQ","Dobboletta, Juan I.","$1.300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","defensa-y-justicia"
"307","DEF","Martínez, Damián","$3.000.000","101","4,59","5,57","22","0","0","0","0","0","9","13","0","0","0","defensa-y-justicia"
"308","DEF","Benítez, Marcelo","$3.300.000","154","6,42","12,98","24","0","1","0","0","0","11","4","0","0","0","defensa-y-justicia"
"309","DEF","Matheu, Carlos","$3.300.000","110","5,50","12,29","20","0","1","0","0","0","6","4","1","0","0","defensa-y-justicia"
"310","DEF","Barrios, Fernando","$1.600.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","defensa-y-justicia"
"311","DEF","Saveljich, Esteban","$3.000.000","143","6,22","12,45","23","0","1","0","0","0","9","4","0","0","0","defensa-y-justicia"
"312","DEF","Vella, Luciano","$2.500.000","23","4,60","3,91","5","0","0","0","0","0","2","0","1","0","0","defensa-y-justicia"
"313","DEF","Yacuzzi, Javier","$2.500.000","13","4,33","1,89","3","0","0","0","0","0","0","1","0","0","0","defensa-y-justicia"
"314","DEF","Delgado, Rafael","$3.200.000","83","5,19","8,85","16","0","0","0","0","0","5","4","0","0","0","defensa-y-justicia"
"315","DEF","Tejera, Juan","$2.400.000","7","2,33","1,05","3","0","0","0","0","1","0","0","1","0","0","defensa-y-justicia"
"316","DEF","Faccioli, Emir","$3.600.000","85","6,54","13,87","13","0","1","0","0","0","6","2","0","0","0","defensa-y-justicia"
"317","VOL","Flores, Tiago","$800.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","defensa-y-justicia"
"318","VOL","Yacob, Diego","$2.000.000","12","4,00","1,65","3","0","0","0","0","0","0","1","0","0","0","defensa-y-justicia"
"319","VOL","Cassoratti, Kevin","$500.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","defensa-y-justicia"
"320","VOL","Juárez, Axel","$2.500.000","50","4,17","4,76","12","0","0","0","0","0","0","5","0","0","0","defensa-y-justicia"
"321","VOL","Cabrera, Gonzalo","$2.300.000","21","7,00","5,68","3","0","1","0","0","0","0","0","0","0","0","defensa-y-justicia"
"322","VOL","Busse, Walter","$2.800.000","90","5,63","12,13","16","1","1","0","0","0","0","2","0","0","0","defensa-y-justicia"
"323","VOL","Bertochi, Nicolás","$3.000.000","44","5,50","12,25","8","1","1","0","0","0","0","1","1","0","0","defensa-y-justicia"
"324","VOL","Tonetto, Diego","$2.100.000","16","4,00","1,92","4","0","0","0","0","0","0","1","0","0","0","defensa-y-justicia"
"325","VOL","Rivero, José Ignacio","$1.900.000","70","5,83","13,22","12","1","1","0","0","0","0","4","0","0","0","defensa-y-justicia"
"326","VOL","Tellechea, Emiliano","$2.400.000","81","6,75","21,94","12","1","2","0","0","0","0","1","0","0","0","defensa-y-justicia"
"327","VOL","Romero, Emiliano","$2.800.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","defensa-y-justicia"
"328","VOL","Barbieri, Mariano","$2.500.000","54","5,40","6,89","10","0","0","0","0","0","0","0","0","0","0","defensa-y-justicia"
"329","VOL","Alvarez, Favio","$2.300.000","56","5,60","9,05","10","0","1","0","0","0","0","0","0","0","0","defensa-y-justicia"
"330","VOL","Leyes, Nery","$2.400.000","59","4,92","6,63","12","0","0","0","0","0","0","3","0","0","0","defensa-y-justicia"
"331","DEL","Dal Casón, Guido","$500.000","4","4,00","0,52","1","0","0","0","0","0","0","0","0","0","0","defensa-y-justicia"
"332","DEL","Isnaldo, Eugenio","$2.800.000","105","5,83","13,45","18","1","3","0","0","0","0","2","0","0","0","defensa-y-justicia"
"333","DEL","Sánchez Sotelo, Juan","$3.700.000","117","6,16","14,16","19","1","4","0","0","0","0","0","0","0","0","defensa-y-justicia"
"334","DEL","Gauto González, M.","$1.000.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","defensa-y-justicia"
"335","DEL","Rius, Ciro","$3.600.000","159","6,12","12,61","26","2","3","0","0","0","0","4","1","0","0","defensa-y-justicia"
"336","DEL","Curuchet, Facundo","$2.000.000","10","5,00","1,56","2","0","0","0","0","0","0","0","0","0","0","defensa-y-justicia"
"337","DEL","Rodríguez, Julio C.","$2.900.000","90","5,00","9,67","18","0","3","0","0","0","0","5","0","0","0","defensa-y-justicia"
"338","ARQ","Andújar, Mariano","$4.000.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","estudiantes"
"339","ARQ","Navarro, Hilario","$3.800.000","151","5,81","11,50","26","1","0","0","22","0","10","3","0","0","0","estudiantes"
"340","ARQ","Silva, Agustín","$1.500.000","9","3,00","0,88","3","0","0","0","5","0","0","1","0","0","0","estudiantes"
"341","ARQ","Rossi, Agustín","$700.000","4","4,00","0,52","1","0","0","0","1","0","0","0","0","0","0","estudiantes"
"342","DEF","Ayala, Rodrigo","$400.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","estudiantes"
"343","DEF","Schunke, Jonatan","$4.200.000","69","7,67","33,57","9","1","1","0","0","0","4","1","0","0","0","estudiantes"
"344","DEF","Vargas, Luciano","$600.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","estudiantes"
"345","DEF","Rosales, Mauricio","$2.500.000","7","7,00","3,05","1","0","0","0","0","0","1","0","0","0","0","estudiantes"
"346","DEF","Desábato, Leandro","$5.400.000","160","6,40","13,02","25","1","1","0","0","0","9","3","0","0","0","estudiantes"
"347","DEF","Domínguez, Sebastián","$4.500.000","106","6,24","14,45","17","0","1","0","0","0","7","2","0","0","0","estudiantes"
"348","DEF","Presentado, Matías","$1.400.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","estudiantes"
"349","DEF","Pereira, Alvaro","$4.000.000","109","5,45","19,43","20","2","1","0","0","0","6","11","1","0","0","estudiantes"
"350","DEF","Aguirregaray, Matías","$3.000.000","39","4,88","6,61","8","0","0","0","0","0","3","1","1","0","0","estudiantes"
"351","VOL","Orihuela, Matías","$500.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","estudiantes"
"352","VOL","Acosta, Luciano","$3.600.000","109","6,81","15,57","16","4","0","1","0","0","0","4","0","0","0","estudiantes"
"353","VOL","Jara, Leonardo","$3.200.000","124","5,90","15,12","21","1","2","0","0","0","0","2","0","0","0","estudiantes"
"354","VOL","Marchioni, Julián","$800.000","11","5,50","1,90","2","0","0","0","0","0","0","0","0","0","0","estudiantes"
"355","VOL","Gil, Leonardo","$3.800.000","74","5,29","8,05","14","1","0","0","0","0","0","2","0","0","0","estudiantes"
"356","VOL","Gil Romero, Gastón","$3.900.000","72","4,50","5,91","16","0","0","0","0","0","0","7","0","0","0","estudiantes"
"357","VOL","Rodríguez, Lucas","$300.000","60","7,50","29,73","8","0","3","0","0","0","0","1","0","0","0","estudiantes"
"358","VOL","Damonte, Israel","$3.500.000","119","5,41","14,83","22","1","2","0","0","0","0","7","1","0","0","estudiantes"
"359","VOL","Ozuna, Emiliano","$300.000","5","5,00","0,81","1","0","0","0","0","0","0","0","0","0","0","estudiantes"
"360","VOL","Seijas, Gabriel","$400.000","2","2,00","0,13","1","0","0","0","0","0","0","1","0","0","0","estudiantes"
"361","VOL","Barbona, David","$2.500.000","64","4,92","7,12","13","0","1","0","0","0","0","2","0","0","0","estudiantes"
"362","VOL","Sánchez Miño, Juan","$4.700.000","116","5,52","11,85","21","1","2","0","0","0","0","1","1","0","0","estudiantes"
"363","DEL","Mendoza, Diego","$600.000","69","5,31","11,14","13","0","2","1","0","0","0","2","1","0","0","estudiantes"
"364","DEL","Cerutti, Ezequiel","$3.700.000","165","6,35","15,85","26","3","2","1","0","0","0","5","0","0","0","estudiantes"
"365","DEL","Rosso, Matías","$800.000","15","5,00","2,25","3","0","0","0","0","0","0","0","0","0","0","estudiantes"
"366","DEL","Lattanzio, Carlo","$300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","estudiantes"
"367","DEL","Umere, Elías","$400.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","estudiantes"
"368","DEL","Fernández, Gastón","$4.800.000","42","6,00","6,91","7","0","0","1","0","0","0","1","0","0","0","estudiantes"
"369","DEL","Auzqui, Carlos","$3.500.000","115","5,00","10,21","23","0","3","0","0","0","0","3","1","0","0","estudiantes"
"370","DEL","Anselmo, Federico","$500.000","5","5,00","0,81","1","0","0","0","0","0","0","0","0","0","0","estudiantes"
"371","ARQ","Navarro, Nicolás","$4.400.000","164","6,56","20,32","25","6","0","0","28","0","8","5","0","0","0","gimnasia"
"372","ARQ","Martín Arias, Alexis","$1.000.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","gimnasia"
"373","ARQ","Bonnin, Yair","$2.000.000","22","4,40","4,80","5","1","0","0","7","0","0","1","0","0","0","gimnasia"
"374","DEF","Oreja, Facundo","$3.800.000","142","5,07","6,53","28","1","0","0","0","0","7","8","1","0","0","gimnasia"
"375","DEF","Benítez, Oliver","$3.500.000","118","5,36","11,53","22","0","1","0","0","0","6","3","2","0","0","gimnasia"
"376","DEF","Noble, Matías","$300.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","gimnasia"
"377","DEF","Bonifacio, Ezequiel","$1.800.000","110","6,47","20,56","17","1","1","0","0","0","6","4","0","0","0","gimnasia"
"378","DEF","Velázquez, Sergio","$2.000.000","7","3,50","0,78","2","0","0","0","0","0","1","1","0","0","0","gimnasia"
"379","DEF","Coronel, Maximiliano","$3.200.000","148","6,17","17,86","24","0","3","0","0","0","9","8","1","0","0","gimnasia"
"380","DEF","Barsottini, Osvaldo","$4.700.000","114","4,75","9,16","24","0","1","0","0","1","5","8","1","0","0","gimnasia"
"381","DEF","Licht, Lucas","$5.300.000","51","7,29","13,41","7","0","1","0","0","0","2","1","0","0","0","gimnasia"
"382","DEF","García, Ariel Matías","$2.500.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","gimnasia"
"383","DEF","Jáuregui, Ignacio","$400.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","gimnasia"
"384","DEF","Guanini, Manuel","$300.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","gimnasia"
"385","VOL","Fernández, Ignacio","$4.500.000","227","8,41","39,25","27","4","8","0","0","0","0","5","0","0","0","gimnasia"
"386","VOL","Fernández, Alvaro","$4.000.000","124","4,96","9,38","25","0","2","0","0","0","0","2","0","1","0","gimnasia"
"387","VOL","Pouso, Omar","$3.200.000","17","3,40","2,58","5","0","0","0","0","0","0","1","1","0","0","gimnasia"
"388","VOL","Silva, Juan Ignacio","$300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","gimnasia"
"389","VOL","Mendoza, Javier","$2.500.000","94","6,27","13,38","15","0","2","0","0","0","0","1","0","0","0","gimnasia"
"390","VOL","Rojas, Jorge","$3.300.000","132","5,74","15,11","23","0","3","0","0","0","0","2","0","0","0","gimnasia"
"391","VOL","Brum, Roberto","$3.400.000","100","4,35","4,62","23","0","0","0","0","0","0","10","0","0","0","gimnasia"
"392","VOL","Nicolaievsky, Diego","$1.500.000","5","5,00","0,81","1","0","0","0","0","0","0","0","0","0","0","gimnasia"
"393","VOL","Faravelli, Lorenzo","$2.600.000","8","4,00","1,06","2","0","0","0","0","0","0","1","0","0","0","gimnasia"
"394","VOL","Rinaudo, Fabián","$3.100.000","40","5,00","5,82","8","0","0","0","0","0","0","2","0","0","0","gimnasia"
"395","DEL","Mazzola, Nicolás","$1.600.000","112","6,59","16,66","17","1","5","0","0","0","0","6","0","0","0","gimnasia"
"396","DEL","Andrada, Brian","$400.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","gimnasia"
"397","DEL","Contreras, Rodrigo","$2.300.000","38","6,33","9,26","6","1","2","0","0","0","0","1","0","0","0","gimnasia"
"398","DEL","Ramírez, Eric","$400.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","gimnasia"
"399","DEL","Tijanovich, Horacio","$300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","gimnasia"
"400","DEL","Medina, Antonio","$4.000.000","123","5,86","18,02","21","1","4","0","0","0","0","3","1","0","0","gimnasia"
"401","DEL","Bou, Walter","$1.500.000","4","4,00","0,52","1","0","0","0","0","0","0","0","0","0","0","gimnasia"
"402","DEL","Meza, Maximiliano","$3.600.000","157","5,41","5,51","29","0","3","0","0","0","0","2","0","0","0","gimnasia"
"403","ARQ","Moyano, Sebastián","$2.700.000","38","4,75","7,26","8","1","0","0","13","0","1","0","0","0","0","godoy-cruz"
"404","ARQ","Ramírez, Roberto","$900.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","godoy-cruz"
"405","ARQ","Rey, Rodrigo","$2.900.000","129","5,86","17,48","22","1","0","0","23","0","7","2","0","0","1","godoy-cruz"
"406","DEF","Zárate, Nahuel","$2.600.000","111","5,05","5,80","22","0","0","0","0","0","8","6","0","0","0","godoy-cruz"
"407","DEF","Burgos, Esteban","$1.400.000","58","4,83","6,60","12","0","0","0","0","0","3","4","0","0","0","godoy-cruz"
"408","DEF","Ceballos, Lucas","$3.000.000","131","5,24","9,83","25","0","1","0","0","0","6","6","0","0","0","godoy-cruz"
"409","DEF","Bay, Jonathan","$400.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","godoy-cruz"
"410","DEF","Viera, Diego","$2.800.000","103","5,72","9,11","18","0","0","0","0","0","5","2","0","0","0","godoy-cruz"
"411","DEF","Ortiz, Danilo","$2.500.000","9","4,50","1,28","2","0","0","0","0","0","0","0","0","0","0","godoy-cruz"
"412","DEF","Galeano, Leonel","$2.700.000","129","4,96","8,48","26","0","0","0","0","0","8","10","1","0","0","godoy-cruz"
"413","DEF","Bonacorso, Ezequiel","$300.000","4","4,00","0,52","1","0","0","0","0","0","0","0","0","0","0","godoy-cruz"
"414","DEF","Alvacete, Juan I.","$2.500.000","48","4,80","5,57","10","0","0","0","0","1","2","2","0","0","0","godoy-cruz"
"415","DEF","Olivares, Sebastián","$2.000.000","4","2,00","1,00","2","0","0","0","0","0","0","0","1","0","0","godoy-cruz"
"416","VOL","Jerez Silva, Luis","$2.400.000","63","4,20","6,02","15","0","0","0","0","0","0","7","1","0","0","godoy-cruz"
"417","VOL","Giménez, Gastón","$2.000.000","75","5,00","7,98","15","1","0","0","0","0","0","2","1","0","0","godoy-cruz"
"418","VOL","Angileri, Fabrizio","$1.900.000","71","5,92","13,93","12","0","2","0","0","0","0","1","0","0","0","godoy-cruz"
"419","VOL","García, Emmanuel","$1.500.000","28","5,60","7,05","5","0","0","0","0","0","0","0","0","0","0","godoy-cruz"
"420","VOL","Henríquez, Fabián","$300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","godoy-cruz"
"421","VOL","Díaz, Agustín","$1.800.000","20","5,00","2,89","4","0","0","0","0","0","0","0","0","0","0","godoy-cruz"
"422","VOL","Mercado, Kevin","$3.000.000","4","2,00","0,85","2","0","0","0","0","0","0","0","1","0","0","godoy-cruz"
"423","VOL","Zuqui, Fernando","$2.600.000","155","5,34","2,29","29","1","0","0","0","0","0","9","0","0","0","godoy-cruz"
"424","VOL","De Faría, Luis","$300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","godoy-cruz"
"425","VOL","González, Angel","$900.000","11","3,67","1,23","3","0","0","0","0","0","0","0","0","0","0","godoy-cruz"
"426","VOL","Fernández, Guillermo","$2.300.000","38","4,75","4,46","8","0","0","0","0","0","0","2","0","0","0","godoy-cruz"
"427","VOL","Díaz, Gonzalo","$1.600.000","55","5,50","6,94","10","0","0","0","0","0","0","1","0","0","0","godoy-cruz"
"428","DEL","Garro, Juan","$2.800.000","121","7,12","25,70","17","1","6","0","0","0","0","1","0","0","0","godoy-cruz"
"429","DEL","Correa, Javier","$2.500.000","12","3,00","1,77","4","0","0","0","0","0","0","0","1","0","0","godoy-cruz"
"430","DEL","Vila, Luis","$300.000","5","5,00","0,81","1","0","0","0","0","0","0","0","0","0","0","godoy-cruz"
"431","DEL","Fernández, Leandro","$3.800.000","220","7,86","27,36","28","4","12","3","0","0","0","10","1","0","0","godoy-cruz"
"432","DEL","Ayoví, Jaime","$3.900.000","106","5,89","14,25","18","0","5","0","0","0","0","5","0","0","0","godoy-cruz"
"433","ARQ","Marinelli, Gonzalo","$1.700.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","huracan"
"434","ARQ","Giordano, Matías","$2.500.000","25","5,00","7,81","5","1","0","0","9","0","1","0","0","0","0","huracan"
"435","ARQ","Díaz, Marcos","$4.600.000","145","6,04","17,61","24","2","0","0","26","0","9","2","0","0","0","huracan"
"436","DEF","Risso, Mario","$2.500.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","huracan"
"437","DEF","Nervo, Martín","$4.000.000","155","5,34","3,41","29","0","0","0","0","0","9","5","0","0","0","huracan"
"438","DEF","Mancinelli, Federico","$3.200.000","88","5,50","10,53","16","0","0","0","0","0","7","2","1","0","0","huracan"
"439","DEF","Blázquez, Matías","$1.500.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","huracan"
"440","DEF","Pereira, Hernán","$300.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","huracan"
